COID,CE_ID,Supplier,Address,City,ZIP,Country/Region,Head office,ZIP (head office),Standard,Certificate/Assessment lock date,Lock reason,Certificate/Assessment issue date,Product scopes,Lock history,Next audit to be performed
43324,50E3C681,Gemüseverarbeitung Radefeld Einzelunternehmen,Zum Frischemarkt 1b,Leipzig,4105,Allemagne,,,IFS Broker,12.08.2025,"The invoice for the audit dated March 15, 2025 has not been paid.",24.04.2025,1.5,Locked: 12.08.2025,
51019,C2018216,KERNenergie GmbH,Grundtalring 23,Großwallstadt,63868,Allemagne,,,IFS Progress Food,28.07.2025,"4.3.1 Major:
 The product labels/declarations examined in the assessment were not fully compliant with the relevant provisions of the EC reg. 1169/2011. 
 1. The label of the product “Asian Fusion”, which is affixed to the bottom of the aluminium cans, is illegible to the end consumer (due to the font size). The minimum font sizes speci-fied in EU Regulation 1169/2011, Art. 13 (2) & (3) in conjunction with Annex IV. 
 2. The label of the product “Australian Gold without salt 350g” (best before date 23.01.2026, packaged in a stand-up pouch) does not contain a sales description. The ‘name of the food’ according to EU Regulation 1169/2011, Art. 9 (1) a) is therefore not specified. 
 3. End consumers can create their own nut mixes via the company's online shop using the “nut mix configurator”. An end product label is created based on this individual order. At the time of the assessment, it is not certain that all ordered components will also be included in the declaration. Conversely, it is also possible that components that were not ordered will be in-cluded in the end product declaration.
 4.5.1 Major:
 The product ‘Asian Fusion’ from the traceability test was filled into a laminated aluminium stand-up pouch from DP (Note: Note: Company name is abbreviated). A declaration of conformity dated 01.01.2023 is available for the primary packaging material. According to the declaration, the material is suitable for packaging ‘dry products’. The company has not tested whether this material is suitable for packing oily/greasy products.
 4.18.1 Major:
 The traceability of the primary packaging material from the traceability test was not possible on a batch basis. According to the stock removal logs, both the use of primary packaging material (stand-up pouches) from the goods receipt at the end of January 2025 and the use of pouches from the goods receipt on 17 March 2025 would be possible. The stock removal log is not clear in terms of how the log is kept because the internal batch was not entered in the log, but rather the quantity withdrawn. In addition, a box of other primary packaging material was not marked with the intended internal batch number (PET stand-up pouches 350g). This box could not be assigned to any goods receipt and its transfer to a stock removal list was no longer guaranteed (break in traceability for this box).",16.09.2024,"5, 6",Locked: 28.07.2025,
51923,011C6596,BOUBASUD sprl,"Rue des Alouettes, 22",MILMORT,4041,Belgique,,,IFS Food,08.08.2025,"KO om 5.11.3
 ""The corrective actions defined during the previous IFS audit and developed within the company are not sufficiently effective to prevent their recurrence. As a result, a large number of deviations following the IFS 2024 audit could not be closed during the current audit (3.2.2, 4.3.2, 4.9.4.1, 4.10.1, 4.12.1, 5.1.1, 5.1.3, 5.3.2 and 5.3.5).""
 
 and 5 Major NC's on 1.2.2, 2.3.6.1, 2.3.9.4, 4.3.2 and 4.5.2",19.11.2024,"5, 6, 2007",Locked: 08.08.2025,
53553,7EBF0018,Backhäusle GmbH,Reinhold-Würth-Strasse 11/1,Ilsfeld,74360,Allemagne,,,IFS Food,08.08.2025,"Major Nonconformity 4.13.2:
 During the site visit on the first day of the audit, various insects were observed in the production area. There was a dead wasp in the gluten-free room, a live hornet near the crate washer, several houseflies, and small fruit flies in the dough production area. Some of the fruit flies were also found on the raw material (yeast) and the dough currently being processed (for Tiger Pretzels).
 Pest monitoring revealed no significant insect infestations. During the site visit in July, the traps were infested just below the threshold values. However, the number of traps in the production area, as well as the employee response at the time of the audit, are objectionable.
 
 KO Nonconformity 5.11.3:
 The process for handling actions (corrections, corrective actions) is not sufficiently implemented in the company.
 Although various corrections and corrective actions were implemented after the last IFS audit in 2024, repeated deviations were identified at several requirement points (e.g., 1.3.1 Management Review, 4.5.3 Label Inspection, 5.1.1 Internal Audit), or a corrective action was not implemented as specified in the action plan (4.5.3 Label Inspection in the Internal Audit).
 Furthermore, the recording of deviations, e.g., from the internal audit, is incomplete despite external support, so that the description of precise actions, including deadlines and responsibilities, was not plausibly comprehensible.
 Furthermore, completion notes of ""OK"" are entered for the actions without any reference to who or on what basis the processing was completed.",06.11.2024,6,Locked: 08.08.2025,
54063,FCD13E23,GOOD MEAT NV,Venecolaan 28,Aalter,9880,Belgique,,,IFS Food,29.07.2025,"Major 4.9.4.1 : On day 1 of the audit, there were some condensation droplets on the ceiling of the portioning room. However, on day 2, significant condensation was present on the ceilings in many rooms. It turned out that two fans were not working, which was unnoticed during the line release for startup. 
 
 Following our findings, the external cooling and ventilation company immediately arrived on-site to repair the fans. Pending the adjustment of the ventilation throughout the entire production area, any condensation is manually removed, and a dedicated inspection is performed every two hours.",03.09.2024,1,Locked: 29.07.2025,
57096,CEBA4A13,Nuovo Pastificio Vietri S.p.A.,AREA PIP Leone 5-6-7,Montoro - AVELLINO,83025,Italie,,,IFS Food,08.08.2025,next on site audit not planned due to insolvency,02.08.2024,6,Locked: 08.08.2025,
58156,3FBCDF8F,Functional Food Grono GmbH,Zona Signu 279,Grono,6537,Suisse,,,IFS Food,31.07.2025,Closure of the GRONO production plant due to the severe crisis in the sector and the lack of competitiveness of the installed equipment.,07.01.2025,10,Locked: 31.07.2025,
60663,DE352D4E,DESOSSATS JORDI I MARC S.L.,"Jonquer, s/n",Les Planes d'Hostoles Girona,17172,Espagne,,,IFS Food,28.07.2025,"During the IFS Integrity on-site audit conducted on July 23, 2025, 5 non-conformities were detected:
 
 Nº 1 - 1.2.1 KO:
 During the visit to the facilities, it was observed that several operators collect product from the floor and place it on pallets with the final product (ham rid and small pieces of ham). The product is during hours in contact with the floor.
 During the visit, three operators were interviewed, all three of whom indicated that at the end of the day, the waste on the floor is collected to fill the pallets with the final product to be sold to the customers.
 During the audit it has been observed that some operators do not fill in the temperature records of the chillers correctly. The temperatures recorded are not the real ones.
 
 Nº 2 - 2.1.2.1 -Major:
 During the visit to the facilities, the temperature control record of the chillers was requested; in the case of refrigeration chamber Nº 1, the data of temperature recorded by the operator did not exceed 3.7ºC. (during July)
 During the visit, the auditor asked for the temperature to be measured and it was 13.7ºC.
 As could be seen, the refrigeration equipment does not have the capacity to cool this chamber.
 
 Nº 3- 4.2.1.1- Major:
 During the IOC, some customer specifications have been checked:
 - NOEL: Cod 58460
 - COLLEL Cod A-687
 According to these specifications, the final product must be stored and transported at a temperature of 2-7ªC in the case of refrigerated ham or -15ºC in the case of frozen ham.
 In the case of ham rind, it may not exceed 5ºC.
 During the visit to the facilities, numerous pallets with final product were observed stored in the auxiliary material warehouse at ambient temperature. Ambient temperature more than 22ºC.
 Temperature of final product:
 - Ham: 16,5 ºC
 - Ham rind: 19,5ªC
 The person in charge, reports that there is currently a lack of space.
 During the visit, it was also observed that a lorry was being loaded with the refrigeration equipment switched off. The temperature of the lorry was high (outside ambient temperature over 22ºC). According to IT-CP-01 (Instruction to load the lorries), the temperature of the lorry can never be higher than 10ºC.
 
 Nº 4 - 4.10.2 - Major
 During the visit to the plant, a large amount of waste was observed on the floor, The frequency of removal of the product from the floor is not defined.
 The moulds used for pressing ham in the deboning room, were very dirty. During the visit, a number of moulds were observed stored in different areas of the company,
 supposedly clean, but in a very poor hygienic state.
 During the visit, some moulds for pressing were being
 washed, according to the person in charge and according to
 the cleaning procedure, they should be washed at a
 temperature above 45ºC. During the IOC there was no hot
 water in the equipment and they were being washed with
 water at room temperature.
 According to the documents PG-ND Ed 8, the knives must
 be washed at every break ( 4 times per shift). During the visit
 to the production area, a break has taken place and most of
 the workers leave the knives on the work tables.
 
 Nº 5 - 4.12.2 - Major 
 During the plant visit, the presence of mouldy ceilings on
 open product was observed.
 The presence of ceilings with flaking paint on open product
 was observed.
 Ceilings with rust on open product.
 In the deboning area, a leak was observed and water was
 falling on the employee's work table.
 During the visit to the plant, the presence of several broken
 plastic pallets was observed throughout the facilities.",14.05.2025,1,Locked: 28.07.2025,
62280,F0349962,Cremers Coolcare BV,Julianastraat 7,Tegelen,5932 EH,Pays-Bas,,,IFS Logistics,29.07.2025,"This morning (29 07 2025) the unannounced IFS Logistics audit was cancelled by the auditee.
 The auditee (who was acting as director) was the only person at the office. This was because the quality manager was on leave and their replacement was unfortunately on sick leave.
 The decision to cancel the audit was made by the director/owner",12.12.2024,"2.1.10, 2.1.4, 2.1.5, 2.1.6, 2.1.7, 2.1.8, 2.1.9, 2.2.1, 2.2.2, 2.2.3",Locked: 29.07.2025,
63968,8B4DF7AF,Granja Faria S.A,"Estrada Colonia Esperança, seção 06, Zona Rura",Arapongas - PR,86.700-970,Brésil,,,IFS Progress Food,01.08.2025,"During the assessment conducted at MARUTANI ALIMENTOS LTDA (COID 63968) on July 31, 2025, and August 1, 2025, a major nonconformity was identified in the following requirement:
 
 Requirement 4.13.4 - Baits, traps, and insect exterminators
 must be fully functional, in sufficient numbers, designed for the purpose, placed in appropriate positions, and
 used to prevent any contamination.
 Major nonconformity: A dead rat was found on the floor during a visit to the egg washing room. Risk of product contamination due to a failure in integrated pest control and environmental hygiene.",17.07.2024,3,Locked: 01.08.2025,
65237,92C270E4,Europastry (Planta Paterna) S.A.,C/ISlas Canarias 7-Pil. Ind. Fuente del Jarro,Paterna (Valencia),46988,Espagne,Europastry S.A.,8174,IFS Food,31.07.2025,"LRQA has been notified of 2 Major Non-conformities raised by IFS in connection with the Integrity On-site Check at the site Europastry (Planta Paterna) S.A. - COID 65237 on 28th July 2025:
 
 Requirement 4.10.2 (Major NC) 
 During the visit on-site, it was evidenced that the cleaning plan is not fully implemented. Among other aspects, it was observed:
 - Dirt accumulated under the pallets in the raw materials warehouse. According to the cleaning plan 15 MAY 2025, cleaning of floors in this area has to be performed on a daily basis.
 - Sacks of raw materials with dirt on the packaging that were later used in production area, e.g. salt.
 - Dirt accumulated between the floor and walls in the production area.
 - Dirt on the floor and underside of the dough turner equipment on line 7.
 - Trolleys in production are, with semi-processed product (dough) with very dirty wheels.
 - Some shovel to add ingredients on the ground and dirty.
 - Boxes to put ingredients in, supposedly clean, with traces of dirt on the outside.
 - Reception area for raw materials and auxiliary material with accumulated dirt, remains of wooden pallets, plastics, etc.
 - Exteriors of the factory ( in front reception area), in a deficient state of hygiene with remains of organic material, remains of plastic, cardboard, etc.
 
 Requirement 4.14.3 (Major NC)
 During the on-site visit, it was observed that raw materials are not stored in a way that minimizes the risk of cross-contamination.
 - Allergenic ingredients were found in direct contact with non-allergenic ingredients, sometimes the packaging of these products was broken.
 - Sacks of raw material were found in direct contact with the floor, which in certain areas was damp.
 - Raw materials stained with traces of other ingredients.
 - Unprotected packaging material.
 - Sacks of raw material on broken wooden pallets with the consequent risk of contamination with wood chips.
 - Some ingredients within the expiry date together with other ingredients already expired..
 
 The IFS certificate is suspended. An on-site follow up visit will be conducted to verify the implementation of the actions taken by the site to solve the identified non-conformities.",21.02.2025,6,"Locked: 31.07.2025, Unlocked: 13.08.2025",
66627,B587F552,VIDAL GURGHIAN LOGISTICS SL (VGL),"P.I NEOPARK C/ IVARS D´URGELL, 10 EDIFICIO NEOPARK, 1 5-3",LLEIDA,25190,Espagne,,,IFS Logistics,07.08.2025,"During the audit performed on 6th August 2025, it was detected a KO and Major non-conformity under the requirements 5.9.2. & 5.4.2.
 
 KO 5.9.2.
 There is no evidence of the implementation of corrective actions associated with the deviations detected in the previous certification audit. No corrective actions have been defined in relation to the internal audit carried out on 24/06/25.
 
 Major non-conformity 5.4.2.
 The legal metrological verification of several thermographs on company-owned trailers has not been carried out at the legally established minimum frequency (every 2 years). Specifically: Trailer R-2008-BDN, last thermograph verification on 20/06/23 (serial numbers 640115; 28D580590E000045); trailer R-6465BCY, thermograph verification certificate dated 17/05/23 (serial number 04177000926); trailer R-3358-BCW, thermograph verification certificate dated 05/07/23 (serial number 0516018821).",30.09.2024,"2.1.1, 2.1.10, 2.1.4, 2.1.5, 2.1.6, 2.1.7, 2.1.8, 2.2.2",Locked: 07.08.2025,
71826,76A02E1E,Mar Cabo - Produtos Congelados Lda,"Lugar das Carvalhas, Armazém 7",Custóias - Matosinhos,4460-710,Portugal,,,IFS Food,30.07.2025,"The company Mar Cabo - Produtos Congelados Lda - COID 71826 received a authority visit (DGAV) on July 03, 2025, the report was released and sent to WQS last week. 
 24 Non-conformities were raised which the following below show that there are products at risk and/or legal requirements are not met (for example): 
  
 e) The walls and ceiling of the access corridor to chambers CAM 01, CAM 02, and CAM 03 had several dark spots consistent with the presence of mold; 
 f) In chamber CAM 03, water dripping from the evaporator was visible, but the product underneath was properly protected. 
 h) The ceiling of the Sector II freezing tunnel had condensation, and underneath there was product that was not properly protected; 
 3) In the Sector II production room, some knives with orange stains consistent with oxidation were observed inside the container for clean and sanitized knives. There were also knives with moisture on them, which is not in accordance with the utensil cleaning and disinfection plan, which states that utensils must be properly dried after sanitization. It was also found that there are no provisions for intermediate sanitization of knives used in filleting operations during the work period. All of this is in breach of the provisions of Article 5 and paragraph 1 of Chapter V of Annex II, both of Regulation (EC) No. 852/4 of April 29. 
  
 With regard to the assessment of specific requirements for export to the Federative Republic of Brazil, the following was verified: 
 I. With regard to Standard Operating Hygiene Procedures (PPHO), there is no defined and implemented plan establishing daily hygiene actions for facilities, equipment, utensils, and manufacturing practices carried out during intra-operational periods, complemented by specific requirements such as monitoring, verification, application of corrective measures, and respective records, in violation of the provisions of Article 54 of Chapter II of Title IV of Decree No. 9,013 of March 29, 2017; 
 II. Regarding “Work Instruction IFS-GP.01.15 v4.24,” with respect to ""Quality Control – Parasites”, the document presented does not define the criteria for acceptability in fish, nor does it refer to another document that allows compliance with Memorandum-Circular No. 2/2018/CGI/DIPOA/MAPA/SDA/MAPA, of February 8, 2018. 
  
 The company has lost the license to export products to Brazil, Argentina, Cuba and Colombia.",20.06.2025,"2, 7",Locked: 30.07.2025,
73968,6ABEEB11,Sauerlandfrische Dornseifer GmbH & Co. KG,Alte Waldstraße 7,Wenden,57482,Allemagne,Sauerlandfrische Dornseifer GmbH & Co. KG,D - 57482,IFS Food,15.08.2025,"2.3.6.1 – Major
 The hazard analysis for ""Skin-wrapped meals, snacks, and soup bowls"" lacks the cooling process for sauces and mashed potatoes. The cooling process poses microbiological hazards if cooled too slowly; these risks have not been assessed. During the audit, a sauce for Königsberger Klopse (a German meat-ball) was found in the cold storage facility. The production date was August 11, and the sauce had a temperature of 14°C.
 Note: The sauce was immediately disposed of. The final products are all pasteurized again in an autoclave.
 
 4.3.2. - Major
 The label for Zwiebelmettwurst (Small Onion Sausage) is missing the note ""packaged in a protective atmosphere."" The FIV (Regulation 1169-2011, including Annex 3) is not complied with.
 
 4.9.4.1. - Major
 In the filling room for cooked sausages, several ventilation grilles above the filling hoppers (open product) showed visible paint wear. In some cases, loose paint particles were also visible. It could not be determined whether and how the paint had flaked. The defect was not documented in the daily production release. A cleaning on the first day of the audit after production revealed that no possible paint flaking re-mained after cleaning. The ventilation system was not in operation at the time of the audit and has not been in operation since. (Note regarding QA: No QA products are advertised; one item of ITW is produced in a different area.)
 
 4.18.1. - KO
 The systematic and internal labeling of raw materials, artificial casings, and primary packaging materials was not consistently maintained during the plant tour and traceability test on the first day of the audit. Due to the various aspects of this deviation, the audit was subsequently terminated at the customer's request. Situations encountered:
 - The CSB parts list for the item ""Onion Mettwurst"" (not QS-certified) contains a different casing than the one actually used. Traceability is currently still done manually. The casing used was documented here. The printed (not CSB) recipe or parts list does not include casings and films.
 - According to the company, an annual quantity of films is ordered for the films (top and bottom film) used for the ""Onion Mettwurst SB"" (not QS-certified). Documented traceability of when each batch was opened could not be presented in writing during the audit. Batch assignment of primary packaging is therefore not possible.
 - Discrepancies in the transfer of batches from incoming goods to the consumption system. In the batch log for the item ""Biostart Classic 50"", the delivery date was documented as July 28, 2025, when the batch was changed on August 11, 2025, even though the correct delivery date was July 24, 2025.
 - In the spice room, there were two boxes of bottled spice blends dated August 9, 2025, in two E-class boxes. The delicatessen batch information sheet had not yet been completed at the time of the tour.
 - In the BL production office, there were individual cans of tomatoes and dill spice bags whose intended use was not defined or identifiable (it was unclear whether these were free or restricted goods).
 - In the dry storage area, bay leaves were lying on a trolley in bags from two manufacturers (Ubena, Cuisine Noblesse). No incoming goods label was attached.
 - In an E2 box in the dry storage area, there were several cinnamon spice bags from two different manufacturers (Raps, Transgourmet). Only one incoming goods label (manufacturer: Raps) was attached to the box.
 - In the cold storage room for the favorite menu, a few cans and spice boxes were found without an internal incoming goods label.
 - In the potato cold storage room, a pallet of sauerkraut in a bucket was labeled with the internal label for Whole Egg Liquid. The pallet hadn't been opened yet.",17.09.2024,"1, 7",Locked: 15.08.2025,
74891,7FD91DFF,Chocolat Ammann AG,Schulgässli 23,Heimberg,3627,Suisse,,,IFS Food,28.07.2025,"The production site in Heimberg has closed today. Acquisition by Maestrani Schweizer Schokoladen AG, Flawil",11.12.2024,6,Locked: 28.07.2025,
78306,AA6218A6,Cafrost GmbH,Odenwaldring 8-12,Stockstadt am Rhein,64589,Allemagne,,,IFS Food,15.08.2025,"3.2.2 - KO
 With regard to compliance with personal hygiene requirements, a large number of deficiencies were identi-fied during the audit:
 - A workshop employee goes directly from the workshop to production without disinfecting their hands, as is actually required. (The disinfectant dispenser required for this would not have been available on site on the first day of the audit).
 - There are a large number of cigarette butts and empty paper coffee cups outside the emergency exit doors of the production hall, even though this is not a designated smoking area.
 - Employee drink bottles can be found in numerous places in the production area. The drink stations that were originally defined are generally not used.
 - A cup with dried tomato soup residue is found in the workshop.
 - An empty bag of lemon-flavoured Manner waffles is found in a waste paper basket near the spiral freezer (in the production hall).
 - Bearded employees do not always wear a hairnet, as required by internal guidelines. In some cases (with shorter beards), no beard cover is worn or a beard net is only worn on the second day of the audit.
 - A female employee in a position of responsibility has artificial, painted fingernails (but does not use dis-posable gloves when present in production) and also wears a textile band on her wrist.
 - No first aid kit equipped in accordance with DIN specifications and designated in the fire protection plan could be found near the production area. Blue metal-detectable plasters and other first aid materials are available on request in the QM representative's office cabinet.
 - Changing room: the separation of work and private clothing is not always observed. On several occa-sions, work clothing is stored directly together with private clothing.
 - Two employees wear private shoes in the scullery (no safety shoes).
 
 4.12.1 – KO
 The audit revealed a significant risk of contamination of raw materials in open, unsealed bags: The dry goods shelf in the production hall contains opened bags of powdered raw materials, which are stored open in the lower compartment of a shelf. Several wooden pallets with raw materials are located on the shelf level directly above. Pieces of wood have already fallen onto the lower shelf level.
 
 4.13.1 - Major
 Pest control does not meet operational requirements. At the time of the audit, numerous houseflies and a few butterfly flies and cockroaches were found in various areas of production. The adhesive plate of the UV flying insect trap in the production hall near the goods entrance door to the outside is completely cov-ered with flying insects. (There is no separate goods entrance or dispatch area).
 The other adhesive plates in the production area that were examined during the audit are also heavily cov-ered with flying insects. According to the latest report from the pest control company dated 16 July 2025 and previous reports, there is no infestation recorded on the flying insect traps (EV 1-12 all documented with ‘0’ infestation). A flat rate for the monthly inspections has been agreed with the pest control company. According to the work record, the monthly on-site inspections by the service provider at the company al-ways take 0.5–1 hours. Windows that can be opened are equipped with fly screens. The door alarm on the emergency exit doors leading from the production hall to the outside is deactivated. Outside, there are a large number of cigarette butts on the floor near these emergency exit doors. Equipment/machine parts that are not in use are stored in an area of the production hall that is cordoned off with barrier tape. Some of these have not been adequately cleaned before being stored (and wrapped in stretch film). There are crumbs of dirt on the floor. The conditions for efficient pest monitoring in this area are difficult. The same applies to the very untidy workshop on the first day of the audit (area under the stairs ‘littered with rubbish’) and the outdoor area (green vegetation on the building).
 
 4.18.1 - KO
 The traceability of raw materials in the production area is several times not given:
 - Some white plastic crates containing a light-yellow filling (some of which already show clear signs of syn-eresis) are stored in the cold store without any labelling. This is probably a vanilla skyr filling (product de-velopment). It is not possible to determine what is inside (no name, batch number/best-before date, etc. given). 
 - Plastic bags (presumably corn starch) and containers (presumably table salt and flour) are also stored in the production area without any labelling.",05.11.2024,"6, 7",Locked: 15.08.2025,
78355,AA6CE06E,"LAGO, AVES, HUEVOS Y CAZA S.A.","Lg. Ribeiro e o Casal de Rei, 1.",CAMPAÑÓ,36157,Espagne,,,IFS Progress Food,05.08.2025,"We inform you that during the Technical Review of LAGO, AVES, HUEVOS Y CAZA S.A. - COID 78355, - IFS Progress Food v.3 audit, has been detected a Major Non Conformity in the requirement 4.18.3. Audit performed on 09.07.2025.
 
 Explanation: The label states that the product contains 65% chicken, but the total amount of the formulation is not listed, so the label cannot be verified.",23.07.2024,"1, 7",Locked: 05.08.2025,
78538,004DA469,VIGNOBLES ROUSSEAU SCE,1 PETIT SORILLON,ABZAC,33230,France,,,IFS Food,01.08.2025,Suspension of certification requested by customer,31.10.2024,8,Locked: 01.08.2025,14.09.2025 - 15.09.2025
80469,1305DC7B,Maurice Mathieu NV,Westpoort 41,Zwijndrecht,2070,Belgique,,,IFS Progress Food,04.08.2025,"Major - 5.10.2
 
 Corrections and corrective actions are not always taken or implemented in a timely manner in response to food safety and legal issues, incidents. We checked the report of an internal audit about traceability from 11/06/2025. The example taken was a raw material delivered in 2023 with a shelf life until 2024, where the products was started to be used in production 02 June 2025 (seen on a screen shot in the report). No non conformity was described and no root cause analysis nor measure performed. Also, during the controls of the e-weight (once a month 10 products), it was observed that the average weight was lower than the nominal weight, nor correction nor corrective action was taken for that batch. During the quality meeting of June, it was suggested to implement registration of weight controls at the automatic filling by August 31st.",06.09.2024,"5, 7, 2009",Locked: 04.08.2025,
85016,DC8CF0C7,ENTREPOT FRIGORIFIQUE DE LA BASSE SEINE - Batiment A/A3/B SA,10 rue du Pont 6,LE HAVRE,76051,France,,,IFS Logistics,06.08.2025,"Item : 5.1.3
 Description:
 The internal audits were conducted according to the defined schedule. During the audit, the following audit reports were observed:
 - Building G (audit of June 4, 2025): No corrective actions were defined following this audit (2 non-conformities and 3 areas for improvement)
 - Building E1/E2 (audit of April 3, 2025): Only one corrective action was correctly defined out of 7 deviations
 - Building A (audit of May 22, 2025): No action plan was established and the audit report is incomplete
 The internal audits are not fully documented (Building A report and action plan) and communicated to the relevant individuals (as in the Building A audit report).",10.03.2025,"1.1.1, 1.1.10, 1.1.2, 1.1.3, 1.1.4, 1.1.5, 1.1.6, 1.1.7, 1.1.8, 1.1.9, 1.2.2, 1.2.3",Locked: 06.08.2025,
85017,7DDD041C,ENTREPOT FRIGORIFIQUE DE LA BASSE SEINE SA - Batiment E1/E2 SA,11 rue du Pont IV,LE HAVRE,76051,France,,,IFS Logistics,06.08.2025,"Item : 5.1.3
 Description:
 The internal audits were conducted according to the defined schedule. During the audit, the following audit reports were observed:
 - Building G (audit of June 4, 2025): No corrective actions were defined following this audit (2 non-conformities and 3 areas for improvement)
 - Building E1/E2 (audit of April 3, 2025): Only one corrective action was correctly defined out of 7 deviations
 - Building A (audit of May 22, 2025): No action plan was established and the audit report is incomplete
 The internal audits are not fully documented (Building A report and action plan) and communicated to the relevant individuals (as in the Building A audit report).",16.04.2025,"1.1.1, 1.1.10, 1.1.11, 1.1.2, 1.1.3, 1.1.4, 1.1.5, 1.1.6, 1.1.7, 1.1.8, 1.1.9, 1.2.2, 1.2.3",Locked: 06.08.2025,
85018,407026DF,ENTREPOT FRIGORIFIQUE DE LA BASSE SEINE SA (EFBS) - BATIMENT C SA,9 rue du Pont IV,LE HAVRE,76051,France,,,IFS Logistics,06.08.2025,"Item : 5.1.3
 Description:
 The internal audits were conducted according to the defined schedule. During the audit, the following audit reports were observed:
 - Building G (audit of June 4, 2025): No corrective actions were defined following this audit (2 non-conformities and 3 areas for improvement)
 - Building E1/E2 (audit of April 3, 2025): Only one corrective action was correctly defined out of 7 deviations
 - Building A (audit of May 22, 2025): No action plan was established and the audit report is incomplete
 The internal audits are not fully documented (Building A report and action plan) and communicated to the relevant individuals (as in the Building A audit report).",11.04.2025,"1.1.1, 1.1.10, 1.1.11, 1.1.2, 1.1.3, 1.1.4, 1.1.5, 1.1.6, 1.1.7, 1.1.8, 1.1.9, 1.2.2, 1.2.3",Locked: 06.08.2025,
85019,CB5B1435,ENTREPOT FRIGORIFIQUE DE LA BASSE SEINE - Batiment F et G SA,Rue Marcel Rougeault,LE HAVRE,76600,France,,,IFS Logistics,06.08.2025,"KO Item : 1.2.1: 
 The measures implemented do not ensure that employees are aware of their responsibilities. Several deviations were noted that undermine product safety and traceability:
 • Product freezing:
 o Since September 2024, there has been no record of product freezing.
 o A new contract was signed with a client for tunnel freezing of scallops. The freezing specifications defined by the company (QUALITE P7F of 04/01/2025 and P01 – C39B) were not respected without validation through risk analysis.
 The warehouse manager is unfamiliar with the freezing procedure and proper monitoring (PRPO)
 • Product storage:
 Many products are not properly stored to maintain product safety and quality, including unprotected raw chicken and chicken fillets in Building F
 Several packages without traceability identification: chicken thigh meat, chicken nuggets, sausages, 9 boxes of Asian products with mixtures, etc. in Building F
 Poorly stored products that could lead to a deterioration in product and packaging quality: sausages, block of meat in Building F
 Products not put into storage quickly, resulting in abnormally high temperatures: pallets of goat cheese at -9.8°C, pallets of chicken thighs at -12.4°C, pallets provided by the group's cutting department
 Heavily frosted pallets, leading to product deterioration: Building G
 • Product inspection upon receipt by quality or warehouse teams:
 o The rules for wearing work clothes are not respected (quality and logistics personnel): wearing headgear, overcoats, etc., even though raw products are being handled and the inspection may not be destructive.
 o Insufficient cleaning of the work surface in the area: placing meat on an insufficiently cleaned work surface (allergen risk with shellfish)
 o Inadequate work organization: very cluttered and dirty work surface – using the wrong scale because the one required is not available (different scales)",06.12.2024,"1.1.1, 1.1.10, 1.1.11, 1.1.2, 1.1.3, 1.1.4, 1.1.5, 1.1.6, 1.1.7, 1.1.8, 1.1.9",Locked: 06.08.2025,
85058,1035E4FE,Brandt & Levie B.V.,Archangelkade 9,Amsterdam,1013 BE,Pays-Bas,,,IFS Food,01.08.2025,"As of today, 01-08-2025 Certima BV withdraws the certificate number IFS-01243 of client Brandt & Levie B.V. (COID: 85058). 
 Reason:
 During the unannounced audit conducted 29.07.2025 – 31.07-2025 auditor raised a major:
 Major on 4.3.2: 
 Deviation on final product labelling:
 - Observed a dried cured salami sausage with written statement/claim Wagyu beef of which only the 20% Wagyu Beef meat part was of Wagyu. The animal protein (muscle) parts of this product were of conventional beef species 94%.
 From the recipe it was observed that the 20% Wagyu Beef meat which related to 100% Wagyu Beef fat should have been declared as beef fat and not as beef meat.
 - A couple of raw prepared sausages follow the process flow that after preparation and packing these were internally frozen. Based on customer order these products were thawed prior to dispatch and delivered (unfrozen, 'fresh') to their clients. However, no references on labelling information made with regards to the ""defrosted""-state of this meat preparation.
 From the validation report on thawing and microbiological shelf life tests based on Salmonella and Listeria monocytogenes and supported by sensory analyses after thawing. Despite no microbiological decay bacteria have been included in these tests on expiry (such as Pseudomonas, Enterobacteriaceae, Lactic acid) result show no increase in decay after thawing. 
 In consolidated issue of this EU Regulation (dated 01.04.2025) no references to art.28 exists anymore referring to 'The freezing and later defrosting of certain foods, especially meat and fishery products, limits their possible further use and may also have an effect on their safety, taste and physical quality'-By means no exclusion on topic 2c could be applicable.
 The companies own interpretation on this subject resulted that the label interpretation has been incorporated based on the exclusion at reference on 'defrosting' in EU 1169/2011 Annex VI part A.2c 'foods for which the defrosting has no negative impact on the safety or quality of the food'. 
 - There are a couple of products artisanal smoked on beach wood and create an organoleptic taste experience of this smoke. No use of artificial smoke aromas/flavouring in place.
 Observed that in the ingredient label no references were made to the smoke flavouring even though this taste is naturally created by smoking the product on beech wood flakes. Some of these articles have a final product sleeve where reference is made to natural smoke flavour achieved by beech wood flakes. 
 Though for a couple of new introduced hotdogs labels derive from ERP-system Reflex and no reference on the origin of the smoke flavour was incorporated. 
 
 Even though this labelling based on law and regulation is incorrect. There was no direct food safety or health impact on final consumer. Immediate actions were taken , such as stock, product delivery and labels are blocked, request for verification by expert team from Pander Consultancy on these discrepancies.",28.11.2024,"1, 7",Locked: 01.08.2025,
